dst_mac,src_mac,dst_ip,src_ip,dst_port,src_port,length,vlan,pcp,nop,await0,await1,prot
c9:1d:16:05:e3:3c,73:be:5d:f0:0f:4b,57.190.98.49,116.130.106.211,41520,62086,813,378,7,60999,10,119,0
ef:7b:b0:24:02:ac,5a:18:ba:da:24:22,116.130.106.211,47.17.206.19,57378,59136,545,1212,7,12720,91,15,0
bd:3e:11:f3:f8:a6,e3:52:18:0c:c2:7c,22.2.45.162,222.198.81.191,18177,16821,1433,2883,1,3184,88,79,1
49:04:8b:69:29:58,65:5f:ff:ec:ca:ab,217.163.32.131,97.60.237.71,44903,3713,404,3269,7,30749,54,98,0
b7:9a:e8:8c:9b:0c,63:ca:7e:2a:f9:35,121.254.100.71,18.184.130.25,36192,36669,881,3854,1,56512,64,35,0
6b:c0:b8:ab:03:fe,fb:49:b7:72:3c:08,247.250.135.63,220.122.63.186,40875,51653,150,2268,1,32498,126,28,0
aa:45:d7:25:19:f3,fb:49:b7:72:3c:08,211.80.37.93,222.193.189.188,51525,28548,585,3130,4,58566,31,108,0
47:18:11:96:19:80,aa:45:d7:25:19:f3,233.5.241.225,150.184.101.61,36884,19158,1013,2870,2,12416,7,58,1
ef:7b:b0:24:02:ac,42:6f:32:f0:b9:cc,223.13.4.63,13.34.253.228,13334,9538,492,3348,4,36545,98,88,0
67:1a:63:9a:15:2c,5b:f6:20:2b:8c:ae,21.99.110.14,89.14.212.144,51945,34138,562,2587,7,37359,29,123,0
86:cc:8d:81:33:fa,86:cc:8d:81:33:fa,190.20.119.25,61.249.165.113,56830,59614,216,2723,6,12889,56,70,0
70:50:66:5e:be:ad,6e:ae:0c:87:4f:94,50.61.212.77,22.153.107.215,35825,27391,946,1686,3,13375,115,113,1
e3:52:18:0c:c2:7c,73:5b:9c:91:96:d9,110.97.158.3,204.122.214.109,56550,2279,471,1627,6,18466,122,3,1
bf:f3:02:69:f8:fa,28:fc:be:e5:9f:26,52.58.189.234,123.39.45.198,57156,64037,108,3281,2,19453,30,33,0
1c:67:36:11:2b:e7,0f:7c:44:6c:00:93,13.34.253.228,173.199.154.54,8224,52858,935,2976,4,58167,116,121,1
93:e0:d0:5e:f2:db,76:c6:f9:b2:62:38,92.111.65.224,200.96.160.79,48451,10908,1106,1961,0,6980,7,113,0
be:61:0a:be:90:6d,39:f6:c9:ba:15:01,249.114.121.202,138.231.207.107,52675,49263,715,3407,1,46631,29,121,1
e3:8f:bd:98:66:e7,fb:63:ae:19:72:ab,110.4.151.133,169.62.68.11,21511,10145,943,1615,3,3978,51,103,0
27:f6:19:3b:c8:02,e1:9e:50:63:c7:70,222.198.81.191,238.189.98.53,20427,58075,1390,260,3,23592,14,65,1
f7:84:69:72:3c:b0,ad:d9:78:94:5d:a4,178.183.4.201,21.33.152.193,44097,26816,166,2754,5,18289,58,86,1
a3:3e:a5:86:76:81,41:81:95:f7:6f:e6,64.117.227.189,8.37.141.33,32179,45710,1110,3406,4,52571,13,107,0
7e:92:b6:21:98:11,ba:82:01:5f:25:04,193.123.45.209,136.115.41.246,33936,16723,127,3236,3,7032,15,60,0
2b:09:2a:32:20:85,08:5d:87:af:14:57,16.21.180.159,228.241.7.27,47155,16001,1350,3166,2,52864,96,67,1
8e:9e:d1:ff:3f:33,56:8b:84:d8:73:94,16.21.180.159,103.46.94.79,33597,28398,882,312,1,51917,125,16,0
ce:e1:c5:ae:2b:45,65:5f:ff:ec:ca:ab,88.156.194.252,17.119.185.55,64383,40060,589,733,6,35488,31,2,1
08:5d:87:af:14:57,fc:8a:00:d3:f6:cf,43.85.203.255,94.56.189.125,48839,35310,1174,4015,7,58913,106,85,0
aa:45:d7:25:19:f3,62:f9:e6:e2:06:38,61.239.119.213,181.194.143.230,38407,52430,70,3501,1,61849,102,12,0
bc:df:b5:dc:fa:56,68:f1:1b:f5:88:39,159.48.9.18,57.245.70.1,37643,2165,870,1191,1,46157,80,72,0
8b:42:e1:b2:b8:9f,1b:c4:1c:4c:b3:f5,142.248.100.149,156.93.211.233,29114,2807,722,1646,6,65494,12,27,1
ab:a7:7e:88:7c:52,54:9b:ef:1e:b4:4b,97.60.237.71,109.2.254.98,4881,63965,409,1147,0,43075,54,22,1
08:5d:87:af:14:57,64:54:6b:6a:b6:f2,164.92.142.73,207.178.2.147,1408,7364,258,1057,3,3709,47,104,1
90:88:9a:88:28:90,56:40:ee:14:47:bf,229.84.102.89,62.20.90.192,11209,8215,127,3890,4,32479,102,67,1
6c:10:e6:7f:d2:6c,ef:7b:b0:24:02:ac,8.37.141.33,29.192.234.123,2222,6201,666,1742,2,50066,112,37,0
46:7a:1b:92:a0:de,2a:87:f7:14:8b:20,234.20.48.174,80.196.253.241,40549,50913,1164,1094,1,19702,53,40,1
9a:2a:19:36:9b:8a,62:f9:e6:e2:06:38,92.111.65.224,52.58.189.234,60552,29377,1171,1537,7,63395,87,79,1
eb:25:de:6c:26:2d,dd:f9:10:12:bf:94,110.97.158.3,226.182.86.107,57285,41191,1419,3152,1,60792,55,120,0
d9:66:a9:eb:aa:c1,7e:47:ef:1d:69:72,222.193.189.188,173.199.154.54,29561,36442,520,1673,5,45166,35,100,1
c3:70:ac:14:fb:5e,09:7c:ee:c5:59:cd,50.61.212.77,224.45.157.80,1688,20229,893,488,5,45599,80,61,0
c9:a9:ff:b5:a3:56,90:64:52:07:de:f9,28.171.212.197,68.216.224.220,54001,3401,175,2842,7,2921,41,29,0
2b:09:2a:32:20:85,55:e3:13:c7:73:11,93.141.99.168,130.185.103.211,49176,50898,501,3641,1,12378,45,46,1
54:9b:ef:1e:b4:4b,21:d0:b3:86:71:b0,205.253.138.123,237.208.91.49,58778,100,1213,2454,0,39908,29,24,1
5a:18:ba:da:24:22,2a:87:f7:14:8b:20,201.102.167.209,57.190.98.49,62212,29303,86,1239,5,64527,31,0,1
94:67:63:d9:8f:c3,fb:49:b7:72:3c:08,53.208.15.51,79.40.179.120,35179,11168,180,1566,0,20846,14,28,1
63:ca:7e:2a:f9:35,14:af:61:9f:29:10,0.222.85.226,117.178.245.116,47371,53471,390,2298,1,11646,51,117,0
27:f6:19:3b:c8:02,86:cc:8d:81:33:fa,244.97.70.15,16.21.180.159,6070,51960,775,2439,3,60872,45,61,1
21:0c:75:d4:6c:45,5b:f6:20:2b:8c:ae,230.1.32.206,201.102.167.209,31509,5013,1111,695,4,60586,56,8,0
8f:f6:c7:b2:ae:e8,d2:6e:ca:ae:66:4f,133.202.226.112,149.182.77.248,47260,35822,1036,2191,1,8272,109,115,1
d2:38:b7:9d:52:5f,10:26:92:05:ee:59,59.59.239.53,81.222.99.13,49296,9945,956,2232,5,32407,90,30,0
dd:f9:10:12:bf:94,93:53:33:07:0e:0f,14.175.64.221,207.178.2.147,11449,19744,1234,1889,7,35205,9,7,1
cf:b7:e3:04:06:36,d9:ad:9d:59:72:cb,47.17.206.19,223.200.229.98,55286,1413,540,2809,1,20959,73,125,0
be:61:0a:be:90:6d,cf:b7:e3:04:06:36,36.28.97.230,94.77.105.248,42708,43013,1373,3754,6,56016,38,54,0
73:be:5d:f0:0f:4b,ea:03:f8:b4:d6:d4,133.151.239.34,253.7.3.202,31307,65017,114,633,7,31585,94,45,1
31:eb:39:01:f9:10,9a:aa:b7:47:b1:67,52.58.189.234,188.75.55.128,39097,15607,740,733,5,56455,6,88,1
a1:ca:73:c5:22:a3,b4:53:d4:65:f0:79,118.225.86.65,246.18.194.187,33589,15662,435,3196,2,62945,95,45,1
77:05:3e:70:d9:05,b9:03:1e:9e:87:3d,15.9.215.166,168.247.134.137,35336,10082,91,3764,1,6733,87,127,0
93:e0:d0:5e:f2:db,d8:d3:15:1d:de:d4,93.3.77.109,47.17.206.19,38776,47906,524,1933,0,6763,106,69,0
dd:fc:9e:95:73:0f,be:61:0a:be:90:6d,17.119.185.55,194.99.65.146,40765,2857,1427,1243,1,52409,5,28,1
fb:69:dd:e7:f8:75,10:ab:d6:3e:98:57,90.154.22.189,39.177.208.117,22643,16024,835,2809,7,39644,12,23,1
eb:4d:de:b3:42:66,68:f1:1b:f5:88:39,86.94.61.70,106.22.15.255,47359,8418,1350,1114,7,28426,32,120,1
08:5d:87:af:14:57,63:ca:7e:2a:f9:35,110.97.158.3,133.202.226.112,12651,46926,1229,98,7,24408,3,100,0
9a:aa:b7:47:b1:67,1a:b0:1d:5f:ae:09,87.45.61.88,95.63.43.34,7609,8891,795,2853,2,64360,84,95,0
56:8b:84:d8:73:94,cd:56:45:e3:61:57,94.7.178.20,142.248.100.149,26959,54312,902,1087,1,38287,106,120,0
eb:4d:de:b3:42:66,99:5e:6e:aa:a2:d3,29.192.234.123,16.21.180.159,12009,20714,458,2225,1,3567,102,127,0
55:a2:6c:f6:bf:b7,73:be:5d:f0:0f:4b,167.235.189.24,14.194.206.15,51262,32251,77,2293,4,13082,78,7,0
73:d8:b9:a1:4b:cb,1a:28:7c:ee:40:f3,43.85.203.255,242.168.13.252,56297,18528,372,3649,5,44451,53,86,1
bc:fb:50:45:e9:8a,b3:b3:ef:09:fa:b4,17.119.185.55,156.93.211.233,30264,39118,185,3205,4,53190,56,57,1
a1:ca:73:c5:22:a3,64:54:6b:6a:b6:f2,3.240.2.41,53.208.15.51,35706,12902,838,3831,6,50625,95,69,0
50:da:70:ce:46:6b,02:4a:b5:06:a7:83,180.138.144.108,236.123.99.211,38500,36999,884,2051,1,26939,7,26,0
9a:2a:19:36:9b:8a,fd:9d:7e:e1:37:56,196.49.58.122,18.240.133.44,64030,37919,153,224,3,4209,6,109,0
a3:7e:26:23:0a:f2,8b:d4:2e:91:4b:6d,232.11.209.119,227.254.19.144,23037,30830,1062,764,1,61812,0,32,0
54:79:3b:d3:21:2a,55:a2:6c:f6:bf:b7,14.112.54.48,188.1.193.107,42820,22575,1406,747,4,39790,94,44,1
e1:ff:b7:8d:eb:17,09:7c:ee:c5:59:cd,216.48.97.192,154.221.16.57,31055,43720,850,1613,3,19823,50,123,1
cb:71:33:ab:ef:a2,3c:26:ca:41:0b:a1,252.201.137.59,12.158.191.47,32087,62475,1273,994,0,41256,34,104,1
d2:38:b7:9d:52:5f,1d:9b:19:fb:79:7a,178.179.29.249,233.5.241.225,64678,32656,184,906,5,54782,29,102,1
75:91:ed:ba:3e:ee,d3:e1:1e:d0:74:a9,203.151.73.14,145.150.127.180,7286,25301,964,3882,2,5946,64,119,1
ef:7b:b0:24:02:ac,2f:ae:bd:be:a3:4a,49.218.66.231,144.208.144.190,19899,60460,763,1097,0,44787,56,83,0
e1:9e:50:63:c7:70,55:a2:6c:f6:bf:b7,169.179.200.219,42.82.151.248,54322,62791,991,1293,0,56976,22,80,0
86:cc:8d:81:33:fa,94:67:63:d9:8f:c3,49.218.66.231,59.59.239.53,54156,52750,463,3723,7,25389,93,37,1
47:18:11:96:19:80,1b:08:a2:4d:55:cf,233.5.241.225,229.84.102.89,41138,25587,213,3350,1,6433,37,61,1
76:c6:f9:b2:62:38,88:b4:6a:38:3c:71,159.48.9.18,72.244.48.124,25476,15563,544,2777,1,12939,60,54,0
ea:e9:4f:6b:a2:96,9a:46:33:cc:a7:ea,228.241.7.27,156.93.211.233,10014,40729,92,3894,3,59388,65,103,0
ce:e1:c5:ae:2b:45,2b:f9:c9:81:9f:cc,212.9.117.30,238.189.98.53,57886,27081,961,3326,7,326,69,71,0
22:e7:e5:eb:bf:93,bf:2c:7c:c9:20:1c,165.0.218.9,173.199.154.54,52179,55926,983,1039,3,55979,112,95,1
94:67:63:d9:8f:c3,49:6d:54:cd:fe:4d,230.1.32.206,43.85.203.255,25444,11649,1089,2980,1,22056,40,117,0
9a:46:33:cc:a7:ea,2b:09:2a:32:20:85,120.50.251.121,119.138.183.228,44771,25560,597,1695,7,31885,19,32,1
9a:aa:b7:47:b1:67,39:f6:c9:ba:15:01,230.1.32.206,156.93.211.233,25191,16243,928,1212,2,21158,58,19,1
56:8b:84:d8:73:94,2a:3d:43:68:0f:d7,222.198.81.191,204.122.214.109,52346,5128,752,3813,6,56820,28,86,0
76:c6:f9:b2:62:38,4a:f2:40:a1:d3:28,94.7.178.20,97.60.237.71,41977,10289,725,3564,1,34186,13,4,0
2f:92:ed:a2:fd:6b,bd:6b:fc:c6:8d:f2,200.96.160.79,62.20.90.192,1514,48578,202,155,7,45250,111,108,0
09:b2:d8:bf:5c:9e,d2:38:b7:9d:52:5f,232.43.151.25,234.182.45.216,32473,32433,372,651,5,54254,18,64,1
28:fc:be:e5:9f:26,32:c7:74:e3:bf:dc,168.247.134.137,14.175.64.221,2652,22130,1227,3417,1,33052,83,28,0
bb:38:83:6e:08:c3,e0:0b:39:2d:78:bc,173.199.154.54,12.158.191.47,32253,32323,1300,375,6,8263,108,112,0
fa:8c:5e:81:e7:74,ce:e1:c5:ae:2b:45,226.182.86.107,14.175.64.221,55676,6548,944,3004,2,9437,125,8,1
56:1b:49:51:65:5f,61:87:95:90:28:ae,94.56.189.125,79.224.149.149,56975,58778,816,2318,4,33622,69,60,0
8e:ab:bb:9c:20:b4,55:a2:6c:f6:bf:b7,183.243.247.167,247.250.135.63,20992,14022,796,3900,5,41404,83,18,1
1b:08:a2:4d:55:cf,d3:81:98:0f:8b:c9,65.244.219.116,96.171.130.202,60185,21346,736,1656,5,28299,12,63,1
b7:9a:e8:8c:9b:0c,e6:c9:de:7f:f2:5e,120.50.251.121,36.28.97.230,18927,19671,392,3499,5,6756,61,51,0
21:0c:75:d4:6c:45,2f:ae:bd:be:a3:4a,141.213.149.26,222.198.81.191,50597,1310,1015,3304,2,39200,72,27,1
58:1e:5b:bd:0b:25,1c:80:c9:0b:08:1e,161.23.185.130,177.60.81.35,53044,34833,1329,1847,7,52399,97,117,1
e4:13:4e:f2:68:da,ee:7c:72:36:2c:97,94.77.105.248,110.4.151.133,61013,55071,674,340,7,30817,36,22,1
73:d8:b9:a1:4b:cb,7e:92:b6:21:98:11,164.92.142.73,164.56.91.149,52536,50713,553,2215,6,38385,66,42,0
ba:82:01:5f:25:04,9b:c2:17:6a:ad:4c,52.97.229.139,133.202.226.112,35186,51253,1352,3564,0,1509,22,28,0
77:05:3e:70:d9:05,8e:9e:d1:ff:3f:33,6.88.229.22,148.32.149.134,22021,54760,484,3964,1,18899,9,108,0
7e:47:ef:1d:69:72,6c:10:e6:7f:d2:6c,234.182.45.216,87.134.255.111,4276,9270,1402,1502,1,858,76,33,0
05:ea:8a:5d:c3:49,21:d0:b3:86:71:b0,246.18.194.187,106.22.15.255,23642,23417,1126,3706,1,5190,0,84,1
54:9b:ef:1e:b4:4b,b9:03:1e:9e:87:3d,238.189.98.53,226.182.86.107,34410,48687,264,2653,4,31986,16,56,1
c3:e3:66:4d:b3:aa,6f:ea:7b:a0:97:ac,136.173.120.87,3.240.2.41,13209,25157,116,1792,6,16502,103,82,1
99:82:55:1b:24:49,41:81:95:f7:6f:e6,38.47.105.204,48.43.226.189,54081,27793,73,2449,0,63483,121,43,1
7e:47:ef:1d:69:72,75:30:3e:26:5f:3d,6.202.82.67,177.60.81.35,19190,20184,967,657,2,40450,68,23,1
fd:e2:24:35:c5:88,b2:a7:80:af:68:2c,3.240.2.41,189.70.26.174,31924,24986,405,3941,5,32151,7,50,0
a1:d7:fa:65:33:ae,ad:59:6a:19:0e:6d,5.186.243.180,164.170.241.102,20198,6277,1140,3290,7,63755,102,97,0
39:f6:c9:ba:15:01,d3:e1:1e:d0:74:a9,49.218.66.231,222.198.81.191,30158,23108,151,3508,5,11248,34,87,1
fa:8c:5e:81:e7:74,14:af:61:9f:29:10,68.216.224.220,104.147.41.32,60301,21452,721,982,1,45218,119,3,0
42:06:8b:d1:45:e7,d3:e1:1e:d0:74:a9,119.138.183.228,178.22.42.126,28371,56881,790,849,4,43021,60,49,0
73:be:5d:f0:0f:4b,5e:62:93:77:55:6e,229.84.102.89,210.57.26.132,27807,41393,1332,3606,2,15801,60,54,0
c9:8c:2b:cc:99:68,e1:ff:b7:8d:eb:17,207.178.2.147,116.9.170.244,36135,48956,308,3895,0,47756,114,102,0
d0:d5:0e:a4:25:e5,73:5b:9c:91:96:d9,186.36.132.123,6.88.229.22,20773,40389,342,722,3,50282,19,24,0
78:aa:73:03:00:17,49:6d:54:cd:fe:4d,57.245.70.1,22.2.45.162,11427,31714,1444,3766,5,6780,1,75,0
d2:38:b7:9d:52:5f,67:1a:63:9a:15:2c,181.194.143.230,178.22.42.126,50723,16876,581,613,3,25895,87,108,1
fb:69:dd:e7:f8:75,b3:b3:ef:09:fa:b4,106.22.15.255,59.59.239.53,14910,48644,256,3977,6,34825,14,120,0
2f:92:ed:a2:fd:6b,09:7c:ee:c5:59:cd,160.226.106.121,43.96.119.196,60261,15910,1103,1904,5,21249,15,8,1
a0:5f:bf:ab:0e:f3,8f:f4:11:fe:c3:d5,190.20.119.25,224.45.157.80,22856,2126,207,1101,5,42751,81,125,1
e3:0e:e8:d6:b1:13,0b:b0:11:1a:5a:9e,118.225.86.65,117.178.245.116,25679,31651,1393,1180,3,35844,94,62,0
1b:08:a2:4d:55:cf,63:ca:7e:2a:f9:35,102.54.37.149,91.212.203.219,16039,6341,345,880,5,40136,120,121,1
05:ea:8a:5d:c3:49,2a:87:f7:14:8b:20,104.147.41.32,220.122.63.186,62515,3841,841,2997,4,52816,55,50,1
69:f8:ad:6d:c7:59,8f:f6:c7:b2:ae:e8,203.151.73.14,65.244.219.116,31011,11078,862,2156,1,58787,87,88,0
c3:a4:17:af:30:cb,fb:69:dd:e7:f8:75,220.122.63.186,62.212.208.208,60619,31130,536,2961,6,47609,101,64,1
b8:cb:27:3c:a1:fe,a3:df:e6:05:82:eb,21.99.110.14,142.248.100.149,14896,41596,188,3016,3,47441,120,81,1
3a:05:4d:05:83:d3,67:1a:63:9a:15:2c,48.156.56.147,233.165.151.142,61482,56413,1145,2861,7,33833,77,99,0
eb:25:de:6c:26:2d,ca:59:d5:97:0d:e7,123.39.45.198,243.41.46.98,31458,21870,1042,760,7,50294,91,102,0
6c:ca:cb:39:98:dd,da:dc:4e:80:32:be,222.193.189.188,144.208.144.190,31157,2598,1223,3987,1,47952,105,17,0
68:f1:1b:f5:88:39,31:eb:39:01:f9:10,65.244.219.116,40.22.45.132,33606,6342,368,649,3,41352,53,90,1
ab:a7:7e:88:7c:52,62:f9:e6:e2:06:38,95.63.43.34,57.245.70.1,58059,39412,301,1563,7,13148,86,120,1
ad:d9:78:94:5d:a4,d3:e1:1e:d0:74:a9,196.49.58.122,218.162.195.91,32780,16191,730,243,2,48113,119,35,1
32:28:c2:9e:cd:05,62:2e:9e:de:91:3a,17.119.185.55,169.62.68.11,1963,50407,437,1134,1,18221,5,27,1
63:ca:7e:2a:f9:35,d9:ad:9d:59:72:cb,112.42.11.171,104.147.41.32,38019,1764,559,2507,7,65019,3,78,1
ce:e1:c5:ae:2b:45,0f:54:d7:84:66:80,106.102.78.188,68.216.224.220,53457,31715,846,2027,2,6450,10,68,0
99:5e:6e:aa:a2:d3,73:d8:b9:a1:4b:cb,169.62.68.11,61.171.103.190,46379,860,1056,1656,6,12530,58,20,0
5d:a2:94:c0:ea:a5,10:26:92:05:ee:59,62.212.208.208,50.61.212.77,55234,63368,437,1168,5,41026,122,35,1
90:44:7a:f9:9d:08,bc:fb:50:45:e9:8a,253.7.3.202,80.196.253.241,30493,35250,1393,3447,5,47767,48,116,1
a1:ca:73:c5:22:a3,39:f6:c9:ba:15:01,80.196.253.241,216.48.97.192,2215,58908,1260,1483,4,29527,103,52,0
bb:38:83:6e:08:c3,69:f8:ad:6d:c7:59,218.214.84.68,89.14.212.144,54792,58411,615,554,6,1555,68,29,0
0f:54:d7:84:66:80,10:26:92:05:ee:59,50.48.115.222,255.166.201.205,21985,10905,1187,446,3,58995,114,127,1
be:61:0a:be:90:6d,0e:fe:cd:a9:e2:02,116.9.170.244,222.193.189.188,29398,971,1442,2664,2,21018,42,121,0
dd:f9:10:12:bf:94,8a:f3:0a:9d:97:63,253.7.3.202,237.208.91.49,53761,5935,508,3923,1,20448,105,50,1
fd:e2:24:35:c5:88,b7:a1:5f:f1:46:43,101.68.96.76,169.62.68.11,57821,13958,225,2082,5,17915,42,91,1
8f:f6:c7:b2:ae:e8,21:94:5d:4a:76:f3,133.151.239.34,233.165.151.142,48866,27245,850,2201,1,47209,65,53,1
dd:fc:9e:95:73:0f,8a:f3:0a:9d:97:63,102.54.37.149,141.213.149.26,36262,33212,1284,304,3,3655,60,65,0
d0:d5:0e:a4:25:e5,95:0a:37:42:96:31,237.208.91.49,15.9.215.166,3261,57092,571,3621,7,35711,50,88,1
ab:a7:7e:88:7c:52,aa:45:d7:25:19:f3,105.18.247.109,124.217.62.217,33822,4468,752,1855,6,6606,118,118,1
56:1b:49:51:65:5f,40:1e:fc:b2:58:40,211.80.37.93,178.179.29.249,59416,38664,437,2944,2,7522,47,30,0
42:06:8b:d1:45:e7,2c:5f:0f:d0:28:76,65.244.219.116,46.55.118.178,47790,11281,99,3913,5,40440,50,77,1
5a:18:ba:da:24:22,bc:fb:50:45:e9:8a,14.194.206.15,244.97.70.15,25613,48274,431,3802,3,22270,98,66,1
77:05:3e:70:d9:05,8a:f3:0a:9d:97:63,122.108.164.115,94.7.178.20,35191,32894,180,3457,6,46416,102,60,1
bd:3e:11:f3:f8:a6,95:3e:6d:69:48:2b,103.46.94.79,243.41.46.98,43679,43105,793,1255,3,59688,56,110,0
55:df:b6:03:bf:b9,18:22:46:0c:cf:d6,119.138.183.228,173.199.154.54,35638,64141,1194,3135,6,21926,66,15,1
51:12:c0:08:c9:11,2a:87:f7:14:8b:20,255.166.201.205,217.163.32.131,41685,45987,995,2383,3,54428,54,63,0
68:dd:64:ef:23:17,1c:80:c9:0b:08:1e,163.23.92.58,142.248.100.149,20518,37226,1443,3941,2,23470,36,121,1
a8:3b:6f:c7:22:71,9a:aa:b7:47:b1:67,61.249.165.113,104.147.41.32,8130,8881,407,1240,4,16939,110,9,0
4a:f2:40:a1:d3:28,96:19:c9:00:e3:45,18.184.130.25,24.68.251.61,23295,49245,756,1003,7,59322,119,84,0
ee:7c:72:36:2c:97,2c:5f:0f:d0:28:76,232.43.151.25,229.84.102.89,794,29543,729,3339,5,58663,67,66,1
47:18:11:96:19:80,5a:97:49:ce:c9:7a,206.205.171.252,87.45.61.88,24567,36910,1463,1366,4,30764,58,3,0
1b:94:43:33:ed:18,d0:d5:0e:a4:25:e5,154.180.106.188,243.41.46.98,8569,49380,1365,2875,0,3627,53,21,0
12:fc:04:cb:3f:c8,8b:d4:2e:91:4b:6d,189.70.26.174,201.102.167.209,37686,40672,583,2230,3,23156,8,109,1
6e:a2:ed:a8:83:bd,68:f1:1b:f5:88:39,50.61.212.77,216.48.97.192,43245,34408,1079,1593,5,52380,94,113,0
81:f3:00:1b:2f:83,d9:14:10:bd:a8:55,228.95.35.154,10.210.135.25,47392,598,1234,2669,1,14090,75,124,0
75:91:ed:ba:3e:ee,b2:5e:22:db:c8:2c,153.0.22.221,40.22.45.132,12099,51118,786,208,0,34476,118,53,0
77:05:3e:70:d9:05,55:a2:6c:f6:bf:b7,87.134.255.111,5.186.243.180,25139,6377,1105,3425,1,62312,127,99,0
c5:3a:df:00:5c:9d,31:0e:e1:2d:00:a5,222.193.189.188,232.11.209.119,10071,28285,743,3001,3,57528,30,61,0
d9:ad:9d:59:72:cb,4e:95:db:04:01:a0,222.198.81.191,150.138.64.105,22094,65522,1150,2587,1,36140,85,54,1
1b:08:a2:4d:55:cf,b2:19:04:5c:98:3f,8.37.141.33,150.138.64.105,13154,25624,110,477,2,47328,59,118,1
64:54:6b:6a:b6:f2,2a:63:6b:5f:5c:21,229.84.102.89,133.151.239.34,18656,779,1065,3563,2,8337,96,29,1
e4:13:4e:f2:68:da,a1:d7:fa:65:33:ae,91.203.31.66,228.95.35.154,47738,20686,1087,1109,0,37849,22,77,1
cb:71:33:ab:ef:a2,dd:fc:9e:95:73:0f,12.158.191.47,112.42.11.171,17758,12811,1025,3721,2,13465,103,17,0
4e:95:db:04:01:a0,99:ce:10:d0:ba:32,133.181.20.70,156.40.10.10,37038,38958,1082,113,2,14087,3,88,1
2e:6e:fd:06:f8:4f,b2:a7:80:af:68:2c,201.250.252.138,255.166.201.205,63610,30720,593,3870,4,16583,37,23,0
d3:e1:1e:d0:74:a9,10:ab:d6:3e:98:57,57.190.98.49,130.185.103.211,25065,29542,126,122,0,26833,59,75,0
86:0c:1f:e8:e6:95,be:61:0a:be:90:6d,196.49.58.122,253.7.3.202,4238,5859,173,148,5,59141,117,1,0
2a:87:f7:14:8b:20,b2:5e:22:db:c8:2c,163.23.92.58,107.93.180.28,914,22735,1406,2261,6,65454,95,83,0
68:c4:b6:a9:c2:69,1a:b0:1d:5f:ae:09,173.183.142.104,95.63.43.34,45276,16603,337,1332,4,54678,89,26,1
2e:a3:d3:70:56:46,76:c6:f9:b2:62:38,133.202.226.112,59.59.239.53,62550,1851,483,35,7,30979,111,68,1
a3:3e:a5:86:76:81,32:28:c2:9e:cd:05,189.70.26.174,255.166.201.205,8910,64850,143,3977,6,37101,56,19,1
3c:2c:43:72:c1:d5,b8:c4:2d:10:2c:b5,7.250.128.129,90.154.22.189,54054,4832,582,1283,6,63294,73,101,0
51:12:c0:08:c9:11,20:4b:e7:10:7a:46,21.10.159.64,203.100.78.6,62512,63615,276,1392,1,52818,78,22,1
86:0c:1f:e8:e6:95,e1:ff:b7:8d:eb:17,124.172.153.86,81.222.99.13,57776,59053,456,2435,7,4327,5,49,0
fc:8a:00:d3:f6:cf,75:91:ed:ba:3e:ee,57.245.70.1,59.242.239.27,40773,40029,106,1320,5,7554,22,123,0
2f:92:ed:a2:fd:6b,09:7c:ee:c5:59:cd,106.22.15.255,16.21.180.159,26704,32254,1057,1616,1,34855,106,25,0
5d:a2:94:c0:ea:a5,70:50:66:5e:be:ad,234.182.45.216,117.86.191.71,32096,49517,195,1496,7,1659,39,118,1
81:f3:00:1b:2f:83,32:c7:74:e3:bf:dc,62.212.208.208,16.21.180.159,56840,33080,546,1924,1,59893,30,106,0
78:aa:73:03:00:17,bd:6b:fc:c6:8d:f2,116.130.106.211,134.251.159.158,63845,21020,521,3214,7,49697,54,9,1
49:75:00:3a:f9:11,2b:03:9c:79:5d:70,61.171.103.190,87.236.202.129,5793,8488,192,146,7,4370,77,104,1
ca:59:d5:97:0d:e7,b2:5e:22:db:c8:2c,105.18.247.109,154.180.106.188,62013,35850,1149,4,6,10814,126,72,1
6c:10:e6:7f:d2:6c,d9:14:10:bd:a8:55,93.3.77.109,8.163.244.15,29003,46877,617,4003,5,30084,4,28,1
e6:c9:de:7f:f2:5e,75:91:ed:ba:3e:ee,80.196.253.241,110.4.151.133,29245,443,337,2815,6,34452,111,28,0
6c:10:e6:7f:d2:6c,9a:aa:b7:47:b1:67,118.225.86.65,94.56.189.125,7547,2897,1108,303,7,55044,102,24,0
b1:e6:ba:eb:6d:18,95:b4:06:ef:71:9a,203.104.205.246,218.214.84.68,26533,6637,143,385,1,49563,112,10,1
bb:38:83:6e:08:c3,50:da:70:ce:46:6b,11.107.1.119,178.22.42.126,52159,48752,802,840,2,44680,103,47,1
0a:ae:b9:68:87:58,18:22:46:0c:cf:d6,6.88.229.22,23.90.116.248,60735,34312,149,2814,6,29091,107,96,1
62:f9:e6:e2:06:38,64:54:6b:6a:b6:f2,131.27.28.73,229.84.102.89,52667,26136,1253,1575,4,15408,60,84,1
73:5b:9c:91:96:d9,6b:c0:b8:ab:03:fe,233.165.151.142,133.181.20.70,11691,54444,961,495,6,8229,14,6,1
12:a1:ba:60:2a:8e,e6:c9:de:7f:f2:5e,138.231.207.107,21.33.152.193,64450,59892,346,944,6,43917,85,41,0
